cid,pref,city,住居表示実施状況(entire/partial/not yet),調査年月日,実施状況公開情報,"公開フォーマット
（PDF、CSVなど）",国土地理院住居表示住所デジタルデータ,MEMO
20590,長野県,飯綱町,未実施,2021/10/18,none,none,none,
20602,長野県,栄村,未実施,2021/10/18,none,none,none,
21201,岐阜県,岐阜市,一部地域で実施,2021/10/18,https://www.city.gifu.lg.jp/kurashi/koseki/1001784/1001788.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/21201.html,
21202,岐阜県,大垣市,未実施,2021/10/18,none,none,none,
21203,岐阜県,高山市,未実施,2021/10/18,none,none,none,
21204,岐阜県,多治見市,未実施,2021/10/18,none,none,none,
21205,岐阜県,関市,一部地域で実施,2021/10/18,https://www.city.seki.lg.jp/0000001217.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/21205.html,
21206,岐阜県,中津川市,一部地域で実施,2021/10/18,none,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/21206.html,
21207,岐阜県,美濃市,一部地域で実施,2021/10/18,http://www.city.mino.gifu.jp/pages/1653/binary_files/6dfc9bb9-9a40-4e28-be70-599d15ad18e5,PDF,none,国土地理院住居表示住所デジタルデータがない
21208,岐阜県,瑞浪市,未実施,2021/10/18,none,none,none,
21209,岐阜県,羽島市,未実施,2021/10/18,none,none,none,
21210,岐阜県,恵那市,未実施,2021/10/18,none,none,none,
21211,岐阜県,美濃加茂市,一部地域で実施,2021/10/18,https://www.city.minokamo.gifu.jp/shimin/contents.cfm?base_id=2605&mi_id=1&g1_id=1&g2_id=8#guide,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/21211.html,
21212,岐阜県,土岐市,未実施,2021/10/18,none,none,none,
21213,岐阜県,各務原市,未実施,2021/10/18,none,none,none,
21214,岐阜県,可児市,未実施,2021/10/18,none,none,none,
21215,岐阜県,山県市,未実施,2021/10/18,none,none,none,
21216,岐阜県,瑞穂市,未実施,2021/10/18,none,none,none,
21217,岐阜県,飛騨市,一部地域で実施,2021/10/18,https://www.city.hida.gifu.jp/soshiki/13/jyukyohyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/21217.html,
21218,岐阜県,本巣市,未実施,2021/10/18,none,none,none,
21219,岐阜県,郡上市,未実施,2021/10/18,none,none,none,
21220,岐阜県,下呂市,未実施,2021/10/18,none,none,none,
21221,岐阜県,海津市,未実施,2021/10/18,none,none,none,
21302,岐阜県,岐南町,未実施,2021/10/18,none,none,none,
21303,岐阜県,笠松町,未実施,2021/10/18,none,none,none,
21341,岐阜県,養老町,未実施,2021/10/18,none,none,none,
21361,岐阜県,垂井町,未実施,2021/10/18,none,none,none,
21362,岐阜県,関ケ原町,未実施,2021/10/18,none,none,none,
21381,岐阜県,神戸町,未実施,2021/10/18,none,none,none,
21382,岐阜県,輪之内町,未実施,2021/10/18,none,none,none,
21383,岐阜県,安八町,未実施,2021/10/18,none,none,none,
21401,岐阜県,揖斐川町,未実施,2021/10/18,none,none,none,
21403,岐阜県,大野町,未実施,2021/10/18,none,none,none,
21404,岐阜県,池田町,未実施,2021/10/18,none,none,none,
21421,岐阜県,北方町,未実施,2021/10/18,none,none,none,
21501,岐阜県,坂祝町,未実施,2021/10/18,none,none,none,
21502,岐阜県,富加町,未実施,2021/10/18,none,none,none,
21503,岐阜県,川辺町,未実施,2021/10/18,none,none,none,
21504,岐阜県,七宗町,未実施,2021/10/18,none,none,none,
21505,岐阜県,八百津町,未実施,2021/10/18,none,none,none,
21506,岐阜県,白川町,未実施,2021/10/18,none,none,none,
21507,岐阜県,東白川村,未実施,2021/10/18,none,none,none,
21521,岐阜県,御嵩町,未実施,2021/10/18,none,none,none,
21604,岐阜県,白川村,未実施,2021/10/18,none,none,none,
22101,静岡県,静岡市 葵区,一部地域で実施,2021/8/1,https://www.city.shizuoka.lg.jp/000833466.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22101.htmll,
22102,静岡県,静岡市 駿河区,一部地域で実施,2021/8/1,https://www.city.shizuoka.lg.jp/000833467.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22102.html,
22103,静岡県,静岡市 清水区,一部地域で実施,2021/8/1,https://www.city.shizuoka.lg.jp/000833468.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22103.html,
22131,静岡県,浜松市 中区,一部地域で実施,2021/8/1,https://www.city.hamamatsu.shizuoka.jp/documents/28503/1_jissimatiitiran.pdf,PDF,https://www.city.hamamatsu.shizuoka.jp/documents/28503/1_jissimatiitiran.pdf,
22132,静岡県,浜松市 東区,一部地域で実施,2021/8/1,https://www.city.hamamatsu.shizuoka.jp/documents/28503/1_jissimatiitiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22132.html,
22133,静岡県,浜松市 西区,一部地域で実施,2021/8/1,https://www.city.hamamatsu.shizuoka.jp/documents/28503/1_jissimatiitiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22133.html,
22134,静岡県,浜松市 南区,一部地域で実施,2021/8/1,https://www.city.hamamatsu.shizuoka.jp/documents/28503/1_jissimatiitiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22134.html,
22135,静岡県,浜松市 北区,一部地域で実施,2021/8/1,https://www.city.hamamatsu.shizuoka.jp/documents/28503/1_jissimatiitiran.pdff,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22135.html,
22136,静岡県,浜松市 浜北区,一部地域で実施,2021/8/1,https://www.city.hamamatsu.shizuoka.jp/documents/28503/1_jissimatiitiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22136.html,
22137,静岡県,浜松市 天竜区,未実施,2021/8/1,none,none,none,
22203,静岡県,沼津市,一部地域で実施,2021/8/1,https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/toshikei/machisidou/doc/33_jyukyohyoji.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22203.html,
22205,静岡県,熱海市,一部地域で実施,2021/8/1,https://www.city.atami.lg.jp/_res/projects/default_project/_page_/001/000/923/548_2446.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22205.html,
22206,静岡県,三島市,一部地域で実施,2021/8/1,https://www.city.mishima.shizuoka.jp/ipn007946.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22206.html,
22207,静岡県,富士宮市,一部地域で実施,2021/8/1,http://www.city.fujinomiya.lg.jp/sp/citizen/sceu1h0000003mfe-att/sceu1h0000003mik.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22207.html,
22208,静岡県,伊東市,一部地域で実施,2021/8/1,https://www.city.ito.shizuoka.jp/gyosei/soshikikarasagasu/toshikeikakuka/toshikeikaku/jyuukyohyouji/2525.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22208.html,
22209,静岡県,島田市,一部地域で実施,2021/8/1,https://www.city.shimada.shizuoka.jp/fs/4/0/2/9/7/3/_/jyushohyoujilist.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22209.html,
22210,静岡県,富士市,一部地域で実施,2021/8/1,https://www.city.fuji.shizuoka.jp/kurashi/c0108/fmervo0000006trq.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22210.html,
22211,静岡県,磐田市,一部地域で実施,2021/8/1,https://www.city.iwata.shizuoka.jp/kurashi_tetsuzuki/juutaku_pet_seikatsu/juutaku/1005786.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22211.html,
22212,静岡県,焼津市,一部地域で実施,2021/8/1,https://www.city.yaizu.lg.jp/g03-002/jukyohyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22212.html,
22213,静岡県,掛川市,一部地域で実施,2021/8/1,https://www.city.kakegawa.shizuoka.jp/gyosei/docs/8832.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22213.html,
22214,静岡県,藤枝市,一部地域で実施,2021/8/1,https://www.city.fujieda.shizuoka.jp/kurashi/juminhyo/KU008/1447731244037.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22214.html,
22215,静岡県,御殿場市,一部地域で実施,2021/8/1,https://www.city.gotemba.lg.jp/kurashi/b-1/b-1-1/459.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22215.html,
22216,静岡県,袋井市,未実施,2021/8/1,none,none,none,
22219,静岡県,下田市,一部地域で実施,2021/8/1,https://www.city.shimoda.shizuoka.jp/category/020800sumai_kentiku/120055.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22219.html,
22220,静岡県,裾野市,未実施,2021/8/1,none,none,none,
22221,静岡県,湖西市,一部地域で実施,2021/8/1,https://www.city.kosai.shizuoka.jp/material/files/group/20/58561047.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/22221.html,
22222,静岡県,伊豆市,未実施,2021/8/1,none,none,none,
22223,静岡県,御前崎市,未実施,2021/8/1,none,none,none,
22224,静岡県,菊川市,未実施,2021/8/1,none,none,none,
22225,静岡県,伊豆の国市,未実施,2021/8/1,none,none,none,
22226,静岡県,牧之原市,未実施,2021/8/1,https://www.city.makinohara.shizuoka.jp/life/1/1/6/,none,none,
22301,静岡県,東伊豆町,未実施,2021/8/1,none,none,none,
22302,静岡県,河津町,未実施,2021/8/1,none,none,none,
22304,静岡県,南伊豆町,未実施,2021/8/1,none,none,none,
22305,静岡県,松崎町,未実施,2021/8/1,none,none,none,
22306,静岡県,西伊豆町,未実施,2021/8/1,none,none,none,
22325,静岡県,函南町,未実施,2021/8/1,none,none,none,
22341,静岡県,清水町,未実施,2021/8/1,none,none,none,
22342,静岡県,長泉町,一部地域で実施,2021/8/1,http://www.town.nagaizumi.lg.jp/soshiki/kensetsu/jyuukyohyouji/jyuukyohyoujinotodokede.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/22342.html,
22344,静岡県,小山町,未実施,2021/8/1,,none,none,
22424,静岡県,吉田町,未実施,2021/8/1,,none,none,
22429,静岡県,川根本町,未実施,2021/8/1,,none,none,
22461,静岡県,森町,未実施,2021/8/1,,none,none,
23101,愛知県,名古屋市 千種区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007686.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23101.html,
23102,愛知県,名古屋市 東区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007687.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23102.html,
23103,愛知県,名古屋市 北区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007689.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23103.html,
23104,愛知県,名古屋市 西区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007718.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23104.html,
23105,愛知県,名古屋市 中村区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007716.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23105.html,
23106,愛知県,名古屋市 中区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007708.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23106.html,
23107,愛知県,名古屋市 昭和区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007720.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23107.html,
23108,愛知県,名古屋市 瑞穂区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007704.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23108.html,
23109,愛知県,名古屋市 熱田区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007679.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23109.html,
23110,愛知県,名古屋市 中川区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007711.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23110.html,
23111,愛知県,名古屋市 港区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007700.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23111.html,
23112,愛知県,名古屋市 南区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007696.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23112.html,
23113,愛知県,名古屋市 守山区,一部地域で実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007705.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23113.html,
23114,愛知県,名古屋市 緑区,未実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000011746.html,none,none,
23115,愛知県,名古屋市 名東区,未実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000007694.html,none,none,
23116,愛知県,名古屋市 天白区,未実施,2021/10/18,https://www.city.nagoya.jp/sportsshimin/page/0000011754.html,none,none,
23201,愛知県,豊橋市,未実施,2021/10/18,https://www.city.toyohashi.lg.jp/38514.htm,none,none,
23202,愛知県,岡崎市,一部地域で実施,2021/10/18,https://www.city.okazaki.lg.jp/1550/1553/1584/p020772.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23202.html,
23203,愛知県,一宮市,一部地域で実施,2021/10/18,https://www.city.ichinomiya.aichi.jp/_res/projects/default_project/_page_/001/003/894/tyoumeih30.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/23203.html,
23204,愛知県,瀬戸市,一部地域で実施,2021/10/18,http://www.city.seto.aichi.jp/docs/2019102400036/,HTML,none,国土地理院住居表示住所デジタルデータがない　住居表示設定区域に現状個人住宅はない
23205,愛知県,半田市,未実施,2021/10/18,none,none,none,
23206,愛知県,春日井市,一部地域で実施,2021/10/18,https://www.city.kasugai.lg.jp/faq/1000470/1000477/1001303.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23206.html,
23207,愛知県,豊川市,未実施,2021/10/18,https://www.city.toyokawa.lg.jp/smph/faq/shisei/gaiyo/gaiyo_02.html,none,none,
23208,愛知県,津島市,未実施,2021/10/18,none,none,none,
23209,愛知県,碧南市,未実施,2021/10/18,https://www.city.hekinan.lg.jp/soshiki/shiminkyoudou/simin/FAQ/15379.html,none,none,
23210,愛知県,刈谷市,未実施,2021/10/18,none,none,none,
23211,愛知県,豊田市,未実施,2021/10/18,https://www.city.toyota.aichi.jp/faq/kurashi/todokede/1033768/1034252.html,none,none,
23212,愛知県,安城市,一部地域で実施,2021/10/18,https://www.city.anjo.aichi.jp/kurasu/todokede/jusyoido/jyukyohyoji2.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23212.html,
23213,愛知県,西尾市,一部地域で実施,2021/10/18,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/23213.html,
23214,愛知県,蒲郡市,一部地域で実施,2021/10/18,https://www.city.gamagori.lg.jp/unit/shimin/jyuukyohyouji2019.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23214.html,
23215,愛知県,犬山市,未実施,2021/10/18,none,none,none,
23216,愛知県,常滑市,未実施,2021/10/18,none,none,none,
23217,愛知県,江南市,未実施,2021/10/18,none,none,none,
23219,愛知県,小牧市,未実施,2021/10/18,none,none,none,
23220,愛知県,稲沢市,一部地域で実施,2021/10/18,http://www.city.inazawa.aichi.jp/kurashi_tetsuzuki/jutaku/jutaku/1001240.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/23220.html,
23221,愛知県,新城市,未実施,2021/10/18,none,none,none,
23222,愛知県,東海市,未実施,2021/10/18,http://www.city.tokai.aichi.jp/5975.htm,none,none,
23223,愛知県,大府市,未実施,2021/11/27,none,none,none,
23224,愛知県,知多市,未実施,2021/11/27,none,none,none,
23225,愛知県,知立市,未実施,2021/11/27,none,none,none,
23226,愛知県,尾張旭市,未実施,2021/11/27,none,none,none,
23227,愛知県,高浜市,未実施,2021/11/27,https://www.city.takahama.lg.jp/life/1/1/8/,none,none,
23228,愛知県,岩倉市,未実施,2021/11/27,none,none,none,
23229,愛知県,豊明市,未実施,2021/11/27,https://www.city.toyoake.lg.jp/5722.htm,none,none,
23230,愛知県,日進市,未実施,2021/11/27,none,none,none,
23231,愛知県,田原市,未実施,2021/11/27,none,none,none,
23232,愛知県,愛西市,未実施,2021/11/27,none,none,none,
23233,愛知県,清須市,未実施,2021/11/27,none,none,none,
23234,愛知県,北名古屋市,未実施,2021/11/27,none,none,none,
23235,愛知県,弥富市,未実施,2021/11/27,none,none,none,
23236,愛知県,みよし市,未実施,2021/11/27,none,none,none,
23237,愛知県,あま市,未実施,2021/11/27,https://www.city.ama.aichi.jp/faq/c_99/1001848.html#:~:text=%E3%81%82%E3%81%BE%E5%B8%82%E3%81%AB%E3%81%AF%E4%BD%8F%E5%B1%85%E8%A1%A8%E7%A4%BA%E5%9C%B0%E5%8C%BA%E3%81%AF%E3%81%82%E3%82%8A%E3%81%BE%E3%81%9B%E3%82%93%E3%80%82,none,none,
23238,愛知県,長久手市,未実施,2021/11/27,none,none,none,
23302,愛知県,東郷町,未実施,2021/11/27,none,none,none,
23342,愛知県,豊山町,未実施,2021/11/27,none,none,none,
23361,愛知県,大口町,未実施,2021/11/27,none,none,none,
23362,愛知県,扶桑町,未実施,2021/11/27,none,none,none,
23424,愛知県,大治町,未実施,2021/11/27,none,none,none,
23425,愛知県,蟹江町,未実施,2021/11/27,none,none,none,
23427,愛知県,飛島村,未実施,2021/11/27,none,none,none,
23441,愛知県,阿久比町,未実施,2021/11/27,none,none,none,
23442,愛知県,東浦町,未実施,2021/11/27,none,none,none,
23445,愛知県,南知多町,未実施,2021/11/27,none,none,none,
23446,愛知県,美浜町,未実施,2021/11/27,none,none,none,
23447,愛知県,武豊町,未実施,2021/11/27,none,none,none,
23501,愛知県,幸田町,未実施,2021/11/27,https://www.town.kota.lg.jp/life/1/2/16/,none,none,
23561,愛知県,設楽町,未実施,2021/11/27,none,none,none,
23562,愛知県,東栄町,未実施,2021/11/27,none,none,none,
23563,愛知県,豊根村,未実施,2021/11/27,none,none,none,
24201,三重県,津市,一部地域で実施,2021/11/27,https://www.info.city.tsu.mie.jp/www/contents/1001000000818/simple/37927.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/24201.html,
24202,三重県,四日市市,一部地域で実施,2021/11/27,https://www.city.yokkaichi.lg.jp/www/contents/1001000000785/simple/kuikizu.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/24202.html,
24203,三重県,伊勢市,一部地域で実施,2021/11/27,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/24203.html,
24204,三重県,松阪市,未実施,2021/11/27,none,none,none,
24205,三重県,桑名市,未実施,2021/11/27,none,none,none,
24207,三重県,鈴鹿市,一部地域で実施,2021/11/27,https://www.city.suzuka.lg.jp/kouhou/gyosei/plan/zyukyo/pdf/09.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/24207.html,
24208,三重県,名張市,未実施,2021/11/27,none,none,none,
24209,三重県,尾鷲市,一部地域で実施,2021/11/27,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/24209.html,
24210,三重県,亀山市,一部地域で実施,2021/11/27,https://www.city.kameyama.mie.jp/docs/2014112309751/09_jyuukyo_hyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/24210.html,
24211,三重県,鳥羽市,未実施,2021/11/27,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/24211.html,
24212,三重県,熊野市,未実施,2021/11/27,none,none,none,
24214,三重県,いなべ市,未実施,2021/11/27,none,none,none,
24215,三重県,志摩市,未実施,2021/11/27,none,none,none,
24216,三重県,伊賀市,一部地域で実施,2021/11/27,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/24216.html,
24303,三重県,木曽岬町,未実施,2021/11/27,none,none,none,
24324,三重県,東員町,未実施,2021/11/27,none,none,none,
24341,三重県,菰野町,未実施,2021/11/27,none,none,none,
24343,三重県,朝日町,未実施,2021/11/27,none,none,none,
24344,三重県,川越町,未実施,2021/11/27,none,none,none,
24441,三重県,多気町,未実施,2021/11/27,none,none,none,
24442,三重県,明和町,未実施,2021/11/27,none,none,none,
24443,三重県,大台町,未実施,2021/11/27,none,none,none,
24461,三重県,玉城町,未実施,2021/11/27,none,none,none,
24470,三重県,度会町,未実施,2021/11/27,none,none,none,
24471,三重県,大紀町,未実施,2021/11/27,none,none,none,
24472,三重県,南伊勢町,未実施,2021/11/27,none,none,none,
24543,三重県,紀北町,未実施,2021/11/27,none,none,none,
24561,三重県,御浜町,未実施,2021/11/27,none,none,none,
24562,三重県,紀宝町,未実施,2021/11/27,none,none,none,
25201,滋賀県,大津市,一部地域で実施,2021/11/27,https://www.city.otsu.lg.jp/kurashi/hyoji/1495772919132.html,"PDF,XLS",https://saigai.gsi.go.jp/jusho/view/pref/city/25201.html,
25202,滋賀県,彦根市,一部地域で実施,2021/11/27,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/25202.html,
25203,滋賀県,長浜市,一部地域で実施,2021/11/27,https://www.city.nagahama.lg.jp/0000001684.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/25203.html,
25204,滋賀県,近江八幡市,未実施,2021/11/27,none,none,none,
25206,滋賀県,草津市,一部地域で実施,2021/11/27,https://www.city.kusatsu.shiga.jp/kurashi/chikicommunity/jukyohyoji/shimin-zyuukyohyouzi.files/jisshi_ichiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/25206.html,
25207,滋賀県,守山市,一部地域で実施,2021/11/27,http://www.city.moriyama.lg.jp/shiminkyodo/jukyohyoji_1.html,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/25207.html,
25208,滋賀県,栗東市,一部地域で実施,2021/11/27,http://www.city.ritto.lg.jp/soshiki/somubu/sogomadoguchi/gyoumu/1036.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/25208.html,
25209,滋賀県,甲賀市,一部地域で実施,2021/11/27,https://www.city.koka.lg.jp/3982.htm,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/25209.html,
25210,滋賀県,野洲市,一部地域で実施,2021/11/27,https://www.city.yasu.lg.jp/soshiki/shimin/jukyohyoji/1616899012887.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/25210.html,
25211,滋賀県,湖南市,一部地域で実施,2021/11/27,https://www.city.shiga-konan.lg.jp/kurashi/3/4841.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/25211.html,
25212,滋賀県,高島市,未実施,2021/11/27,none,none,none,
25213,滋賀県,東近江市,一部地域で実施,2021/11/27,https://www.city.higashiomi.shiga.jp/0000012118.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/25213.html,
25214,滋賀県,米原市,未実施,2021/11/27,none,none,none,
25383,滋賀県,日野町,未実施,2021/11/27,none,none,none,
25384,滋賀県,竜王町,未実施,2021/11/27,none,none,none,
25425,滋賀県,愛荘町,未実施,2021/11/27,none,none,none,
25441,滋賀県,豊郷町,未実施,2021/11/27,none,none,none,
25442,滋賀県,甲良町,未実施,2021/11/27,none,none,none,
25443,滋賀県,多賀町,未実施,2021/11/27,none,none,none,
26101,京都府,京都市 北区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26102,京都府,京都市 上京区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26103,京都府,京都市 左京区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26104,京都府,京都市 中京区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26105,京都府,京都市 東山区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26106,京都府,京都市 下京区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26107,京都府,京都市 南区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26108,京都府,京都市 右京区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26109,京都府,京都市 伏見区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26110,京都府,京都市 山科区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26111,京都府,京都市 西京区,未実施,2021/11/27,https://www.city.kyoto.lg.jp/bunshi/page/0000212674.html,none,none,
26201,京都府,福知山市,未実施,2021/11/27,none,none,none,
26202,京都府,舞鶴市,未実施,2021/11/27,none,none,none,
26203,京都府,綾部市,未実施,2021/11/27,none,none,none,
26204,京都府,宇治市,未実施,2021/11/27,none,none,none,
26205,京都府,宮津市,未実施,2021/11/27,none,none,none,
26206,京都府,亀岡市,一部地域で実施,2021/11/27,https://www.city.kameoka.kyoto.jp/soshiki/17/2976.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/26206.html,
26207,京都府,城陽市,未実施,2021/11/27,none,none,none,
26208,京都府,向日市,未実施,2021/11/27,none,none,none,
26209,京都府,長岡京市,一部地域で実施,2021/11/27,https://www.city.nagaokakyo.lg.jp/cmsfiles/contents/0000000/348/gyouseiku.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/26209.html,
26210,京都府,八幡市,未実施,2021/11/27,none,none,none,
26211,京都府,京田辺市,未実施,2021/11/27,none,none,none,
26212,京都府,京丹後市,未実施,2021/11/27,none,none,none,
26213,京都府,南丹市,未実施,2021/11/27,https://www.city.nantan.kyoto.jp/www/life/106/001/000/index_81099.html,none,none,
26214,京都府,木津川市,未実施,2021/11/27,none,none,none,
26303,京都府,大山崎町,未実施,2021/11/27,none,none,none,
26322,京都府,久御山町,未実施,2021/11/27,none,none,none,
26343,京都府,井手町,未実施,2021/11/27,none,none,none,
26344,京都府,宇治田原町,未実施,2021/11/27,none,none,none,
26364,京都府,笠置町,未実施,2021/11/27,none,none,none,
26365,京都府,和束町,未実施,2021/11/27,none,none,none,
26366,京都府,精華町,未実施,2021/11/27,none,none,none,
26367,京都府,南山城村,未実施,2021/11/27,none,none,none,
26407,京都府,京丹波町,未実施,2021/11/27,none,none,none,
26463,京都府,伊根町,未実施,2021/11/27,none,none,none,
26465,京都府,与謝野町,未実施,2021/11/27,none,none,none,
27102,大阪府,大阪市 都島区,全域実施,2021/11/29,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/27102.html,
27103,大阪府,大阪市 福島区,一部地域で実施,2021/11/29,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/27103.html,
27104,大阪府,大阪市 此花区,一部地域で実施,2021/11/29,https://www.city.osaka.lg.jp/asahi/cmsfiles/contents/0000490/490567/19710901_jukyohyouji_sinkyu.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/27104.html,
27106,大阪府,大阪市 西区,一部地域で実施,2021/11/29,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/27106.html,
27107,大阪府,大阪市 港区,一部地域で実施,2021/11/29,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/27107.html,
27108,大阪府,大阪市 大正区,一部地域で実施,2021/11/29,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/27108.html,
27109,大阪府,大阪市 天王寺区,一部地域で実施,2021/11/29,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/27109.html,
27111,大阪府,大阪市 浪速区,一部地域で実施,2021/11/29,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/27111.html,
